FechaEncuesta,Educacion,Salario,Hobby,Pais,StackOverflowJobsRecommend,VersionControl,Edad,AniosExper,Genero,SalarioPlano
4/26/2018 3:46,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,9,Git,46,5,Male,
3/5/2018 7:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),68820,No,UK,,Git;Subversion,18,10,Male,"£68,820.00"
6/10/2018 13:58,Master's degree (MA. MS. M.Eng.. MBA. etc.),20000,Yes,South Africa,6,Git;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,20,16,Male,"20,000.00"
6/24/2018 3:20,Bachelor's degree (BA. BS. B.Eng.. etc.),26925,Yes,France,6,Git,32,15,Male,"26,925.00"
10/14/2018 9:33,Bachelor's degree (BA. BS. B.Eng.. etc.),70000,Yes,Sweeden,5,Git,33,7,Male,"70,000.00"
9/17/2018 6:07,Some college/university study without earning a degree,,Yes,Russia,10,Git,28,5,,
5/31/2018 17:22,Master's degree (MA. MS. M.Eng.. MBA. etc.),120000,Yes,Russia,,Copying and pasting files to network shares,37,19,Male,"120,000.00"
6/8/2018 0:24,Bachelor's degree (BA. BS. B.Eng.. etc.),24000,Yes,UK,5,Git;Copying and pasting files to network shares,58,4,Male,"£24,000.00"
5/28/2018 10:58,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,USA,8,Git;Subversion;Copying and pasting files to network shares,32,11,Male,
7/10/2018 11:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),49200,Yes,France,4,Git;Mercurial;Team Foundation Version Control,40,6,Female,"49,200.00"
3/18/2018 8:55,Master's degree (MA. MS. M.Eng.. MBA. etc.),3914,Yes,Spain,10,Git;Copying and pasting files to network shares,20,14,Male,"3,914.00"
5/13/2018 18:26,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,UK,,Git,30,8,Male,
8/18/2018 20:40,Bachelor's degree (BA. BS. B.Eng.. etc.),54792,Yes,Spain,10,Git,30,15,,"54,792.00"
6/28/2018 4:02,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,UK,,Zip file back-ups,50,13,Male,
7/9/2018 16:09,Bachelor's degree (BA. BS. B.Eng.. etc.),41671,Yes,Sweeden,7,Git,52,14,Male,"41,671.00"
10/17/2018 13:58,Bachelor's degree (BA. BS. B.Eng.. etc.),24540,Yes,Spain,5,Team Foundation Version Control,31,7,Male,"24,540.00"
2/7/2018 4:54,Other doctoral degree (Ph.D. Ed.D.. etc.),,No,USA,6,Git,30,13,Male,
3/17/2018 7:30,Master's degree (MA. MS. M.Eng.. MBA. etc.),84816,Yes,USA,,Git,52,8,Male,"$84,816.00 "
7/18/2018 1:38,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,UK,,Git;Team Foundation Version Control,25,9,Male,
10/1/2018 2:51,Bachelor's degree (BA. BS. B.Eng.. etc.),11040,Yes,France,,Zip file back-ups,20,4,Male,"11,040.00"
1/9/2018 17:53,Bachelor's degree (BA. BS. B.Eng.. etc.),45019,Yes,Sweeden,,Git;Subversion;Copying and pasting files to network shares,31,5,Male,"45,019.00"
3/23/2018 16:10,Master's degree (MA. MS. M.Eng.. MBA. etc.),81576,No,UK,,Git;Mercurial;Subversion,33,11,Male,"£81,576.00"
2/28/2018 11:50,Bachelor's degree (BA. BS. B.Eng.. etc.),60000,Yes,Sweeden,,Git;Team Foundation Version Control,18,9,Male,"60,000.00"
4/24/2018 6:59,Bachelor's degree (BA. BS. B.Eng.. etc.),64000,Yes,South Africa,,Subversion,35,9,Male,"64,000.00"
3/7/2018 10:02,Bachelor's degree (BA. BS. B.Eng.. etc.),47472,Yes,India,6,Git;Mercurial,40,19,,"47,472.00"
7/23/2018 22:47,Associate degree,28182,No,India,,Git,38,6,,"28,182.00"
1/20/2018 6:48,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,South Africa,,Subversion,39,10,Male,
5/7/2018 5:13,Primary/elementary school,32676,Yes,South Africa,,Git,33,10,Female,"32,676.00"
4/27/2018 16:41,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,UK,,Subversion,46,16,Female,
10/9/2018 3:36,Bachelor's degree (BA. BS. B.Eng.. etc.),74000,Yes,UK,,Git,43,6,,"£74,000.00"
10/25/2018 21:23,Master's degree (MA. MS. M.Eng.. MBA. etc.),14688,Yes,Russia,10,Git,57,7,Male,"14,688.00"
2/11/2018 2:29,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,,I don't use version control,22,6,Male,
1/28/2018 13:36,Some college/university study without earning a degree,46260,Yes,Spain,5,Git,44,4,,"46,260.00"
8/16/2018 11:32,Master's degree (MA. MS. M.Eng.. MBA. etc.),76512,Yes,Spain,,Git,22,8,Male,"76,512.00"
6/16/2018 19:28,Some college/university study without earning a degree,27612,Yes,South Africa,5,Git;Subversion,57,13,,"27,612.00"
5/7/2018 8:02,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,UK,,Git,18,11,,
2/15/2018 1:08,Associate degree,27550,Yes,Spain,,Git,33,14,Male,"27,550.00"
4/13/2018 21:18,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git;Subversion,30,7,Male,
4/17/2018 1:24,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,USA,9,Git,31,5,,
6/27/2018 10:55,Bachelor's degree (BA. BS. B.Eng.. etc.),72469,Yes,Russia,,Git,42,13,Male,"72,469.00"
10/8/2018 22:18,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Ireland,,Git;Subversion;Team Foundation Version Control,30,10,,
6/18/2018 10:16,Bachelor's degree (BA. BS. B.Eng.. etc.),281784,Yes,India,,Git,44,11,,"281,784.00"
4/21/2018 1:09,Bachelor's degree (BA. BS. B.Eng.. etc.),68000,Yes,South Africa,,Subversion,18,12,Male,"68,000.00"
6/6/2018 23:27,Some college/university study without earning a degree,40000,Yes,Sweeden,,Git,56,8,Female,"40,000.00"
3/28/2018 12:40,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,USA,,Git,47,5,Male,
7/18/2018 8:45,Master's degree (MA. MS. M.Eng.. MBA. etc.),59880,Yes,South Africa,2,Git,18,9,,"59,880.00"
9/15/2018 13:14,Bachelor's degree (BA. BS. B.Eng.. etc.),115961,Yes,South Africa,,Git,54,8,Male,"115,961.00"
9/15/2018 2:35,Master's degree (MA. MS. M.Eng.. MBA. etc.),783,Yes,USA,10,Git,18,4,Male,$783.00 
1/21/2018 23:24,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,Russia,5,Git;Subversion,35,14,,
8/19/2018 14:03,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,USA,,Git,28,7,,
9/7/2018 16:34,Some college/university study without earning a degree,,Yes,South Africa,,Git,53,4,Male,
4/27/2018 17:12,Bachelor's degree (BA. BS. B.Eng.. etc.),90000,Yes,India,10,Git,37,11,Male,"90,000.00"
7/12/2018 6:56,Some college/university study without earning a degree,,Yes,South Africa,,Git,18,7,Male,
5/19/2018 7:39,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,USA,,Subversion,25,21,Male,
10/18/2018 4:34,Bachelor's degree (BA. BS. B.Eng.. etc.),2916,Yes,Russia,10,Git,26,14,,"2,916.00"
9/6/2018 4:12,Bachelor's degree (BA. BS. B.Eng.. etc.),54000,Yes,France,3,Git,45,11,,"54,000.00"
5/17/2018 22:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),51403,Yes,India,7,Git;Mercurial;Subversion,28,3,Male,"51,403.00"
8/2/2018 19:26,Master's degree (MA. MS. M.Eng.. MBA. etc.),71460,Yes,Sweeden,10,Git,48,4,Male,"71,460.00"
3/4/2018 3:40,Master's degree (MA. MS. M.Eng.. MBA. etc.),13152,Yes,South Africa,10,Git,45,14,Male,"13,152.00"
8/6/2018 4:47,Some college/university study without earning a degree,3000,No,UK,,I don't use version control,18,1,Male,"£3,000.00"
3/21/2018 6:40,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,7,Git,19,4,Male,
7/19/2018 2:01,Bachelor's degree (BA. BS. B.Eng.. etc.),135000,Yes,South Africa,,Git,39,8,Male,"135,000.00"
7/16/2018 12:14,Master's degree (MA. MS. M.Eng.. MBA. etc.),38184,Yes,Spain,,Git;Zip file back-ups,52,8,Male,"38,184.00"
3/26/2018 20:22,Master's degree (MA. MS. M.Eng.. MBA. etc.),122000,Yes,South Africa,7,Git,46,13,,"122,000.00"
4/15/2018 0:00,Bachelor's degree (BA. BS. B.Eng.. etc.),61194,Yes,South Africa,5,Git,18,5,Male,"61,194.00"
8/23/2018 10:16,Bachelor's degree (BA. BS. B.Eng.. etc.),15852,Yes,South Africa,,Git,34,12,,"15,852.00"
6/12/2018 19:18,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,France,2,Git,18,9,Male,
2/27/2018 11:23,Bachelor's degree (BA. BS. B.Eng.. etc.),120782,Yes,USA,9,Git,18,7,Male,"$120,782.00 "
7/23/2018 8:18,Bachelor's degree (BA. BS. B.Eng.. etc.),3252,Yes,India,10,Git;Copying and pasting files to network shares;Zip file back-ups,40,7,Male,"3,252.00"
5/29/2018 3:15,Some college/university study without earning a degree,14436,No,Spain,10,I don't use version control,28,8,Male,"14,436.00"
9/22/2018 11:09,Bachelor's degree (BA. BS. B.Eng.. etc.),51695,No,France,,Git,24,11,,"51,695.00"
2/16/2018 3:55,Some college/university study without earning a degree,,Yes,Russia,,Git;Zip file back-ups,56,8,Female,
4/15/2018 18:18,Bachelor's degree (BA. BS. B.Eng.. etc.),102000,Yes,UK,5,Git;Team Foundation Version Control,40,7,,"£102,000.00"
9/25/2018 18:16,Bachelor's degree (BA. BS. B.Eng.. etc.),723876,Yes,Russia,,Git,70,13,Male,"723,876.00"
6/20/2018 20:29,Bachelor's degree (BA. BS. B.Eng.. etc.),7152,Yes,Spain,10,Git,18,17,Male,"7,152.00"
7/17/2018 8:25,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,India,10,Git,28,13,Male,
8/7/2018 21:42,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),16200,No,India,,Team Foundation Version Control,27,21,Male,"16,200.00"
3/5/2018 2:48,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git,29,0,,
8/25/2018 11:18,Associate degree,,Yes,South Africa,,Git,38,9,Male,
7/16/2018 22:48,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,France,6,Git,48,16,Male,
6/2/2018 14:54,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,,Git;Copying and pasting files to network shares,28,7,Male,
2/1/2018 11:54,Bachelor's degree (BA. BS. B.Eng.. etc.),4692,Yes,South Africa,,Git,64,16,Male,"4,692.00"
5/8/2018 20:34,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,France,,Git,33,13,Male,
6/20/2018 2:22,Bachelor's degree (BA. BS. B.Eng.. etc.),40000,Yes,South Africa,5,Git;Copying and pasting files to network shares;Zip file back-ups,50,10,Male,"40,000.00"
9/11/2018 15:43,Master's degree (MA. MS. M.Eng.. MBA. etc.),139000,Yes,Spain,5,Git,29,13,Female,"139,000.00"
6/30/2018 13:21,Bachelor's degree (BA. BS. B.Eng.. etc.),88238,Yes,Russia,,Git;Subversion,45,12,Male,"88,238.00"
2/23/2018 0:33,Master's degree (MA. MS. M.Eng.. MBA. etc.),130000,Yes,South Africa,2,Git;Team Foundation Version Control;Copying and pasting files to network shares,45,1,Male,"130,000.00"
4/8/2018 10:27,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,India,10,Git;Team Foundation Version Control,33,5,Male,
5/17/2018 22:13,Some college/university study without earning a degree,95000,Yes,Sweeden,8,Git;Copying and pasting files to network shares,23,12,Male,"95,000.00"
2/27/2018 12:36,Other doctoral degree (Ph.D. Ed.D.. etc.),,No,South Africa,,Git,28,18,,
2/16/2018 15:19,Bachelor's degree (BA. BS. B.Eng.. etc.),63156,No,UK,,Git;Team Foundation Version Control,43,6,Male,"£63,156.00"
1/4/2018 0:51,Bachelor's degree (BA. BS. B.Eng.. etc.),8496,Yes,UK,5,Git,39,9,Male,"£8,496.00"
8/21/2018 14:23,Bachelor's degree (BA. BS. B.Eng.. etc.),140000,No,India,10,Git,40,12,Male,"140,000.00"
7/25/2018 1:20,Bachelor's degree (BA. BS. B.Eng.. etc.),49311,Yes,Sweeden,,Git,26,16,Male,"49,311.00"
7/22/2018 14:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,Spain,,Git,43,3,,
5/23/2018 8:36,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Sweeden,8,Team Foundation Version Control,35,9,Male,
9/18/2018 7:40,Bachelor's degree (BA. BS. B.Eng.. etc.),80000,Yes,France,,Git;Subversion;Team Foundation Version Control,36,16,Male,"80,000.00"
1/31/2018 18:26,Bachelor's degree (BA. BS. B.Eng.. etc.),75000,Yes,UK,8,Git,18,1,Male,"£75,000.00"
6/17/2018 18:48,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),16152,Yes,USA,,Git,39,13,,"$16,152.00 "
2/16/2018 0:20,Master's degree (MA. MS. M.Eng.. MBA. etc.),22032,Yes,Sweeden,,Git;Team Foundation Version Control,68,6,,"22,032.00"
2/19/2018 12:24,Bachelor's degree (BA. BS. B.Eng.. etc.),71000,Yes,South Africa,,Git,30,14,Male,"71,000.00"
10/4/2018 21:57,Associate degree,,Yes,South Africa,,Git;Copying and pasting files to network shares,39,16,Male,
3/24/2018 1:48,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,South Africa,,Git,42,15,Female,
8/5/2018 13:58,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),67238,Yes,France,5,Git;Mercurial,52,12,,"67,238.00"
4/5/2018 5:57,Bachelor's degree (BA. BS. B.Eng.. etc.),187848,No,Spain,8,Mercurial,50,14,Female;Transgender,"187,848.00"
1/28/2018 9:38,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,France,7,Git,32,7,Male,
6/24/2018 22:05,Bachelor's degree (BA. BS. B.Eng.. etc.),160000,Yes,Spain,5,Git,18,10,Female;Male,"160,000.00"
5/23/2018 17:40,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,7,Git,47,9,Male,
8/2/2018 7:09,Some college/university study without earning a degree,,No,Spain,,Git;Mercurial;Zip file back-ups,18,18,,
5/20/2018 22:54,Master's degree (MA. MS. M.Eng.. MBA. etc.),63192,Yes,Sweeden,,Git;Team Foundation Version Control,59,8,Male,"63,192.00"
2/9/2018 17:21,Other doctoral degree (Ph.D. Ed.D.. etc.),61194,Yes,USA,,Git,39,6,Male,"$61,194.00 "
6/15/2018 7:31,Some college/university study without earning a degree,110000,Yes,India,8,Git,52,6,Male,"110,000.00"
9/6/2018 23:23,Bachelor's degree (BA. BS. B.Eng.. etc.),28000,Yes,France,,Git,34,11,Male,"28,000.00"
7/31/2018 21:31,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,Spain,,Git;Subversion,22,4,,
8/7/2018 12:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,USA,10,Git,38,6,Female,
3/10/2018 23:39,Master's degree (MA. MS. M.Eng.. MBA. etc.),80286,No,UK,,Subversion,35,16,,"£80,286.00"
5/26/2018 23:25,Associate degree,68000,Yes,South Africa,10,Git,36,12,Male,"68,000.00"
9/21/2018 1:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),154000,Yes,UK,5,Git,18,5,Male,"£154,000.00"
4/4/2018 17:53,Other doctoral degree (Ph.D. Ed.D.. etc.),62418,Yes,Russia,,Git;Subversion;Copying and pasting files to network shares,47,9,Male,"62,418.00"
8/20/2018 1:23,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,7,Git,38,5,Female,
6/6/2018 23:27,Bachelor's degree (BA. BS. B.Eng.. etc.),72000,Yes,India,5,Git;Team Foundation Version Control,38,6,Male,"72,000.00"
1/5/2018 7:04,Some college/university study without earning a degree,65000,Yes,USA,,Git,45,7,Female,"$65,000.00 "
8/13/2018 12:02,Bachelor's degree (BA. BS. B.Eng.. etc.),37200,Yes,Sweeden,,Git,19,11,,"37,200.00"
4/21/2018 3:52,Bachelor's degree (BA. BS. B.Eng.. etc.),79973,Yes,Russia,,Git;Mercurial,25,11,Female,"79,973.00"
5/26/2018 5:29,Master's degree (MA. MS. M.Eng.. MBA. etc.),73428,Yes,South Africa,7,Git,35,15,Male,"73,428.00"
2/28/2018 13:08,Master's degree (MA. MS. M.Eng.. MBA. etc.),56298,Yes,Sweeden,10,Git,56,10,,"56,298.00"
10/17/2018 21:35,Bachelor's degree (BA. BS. B.Eng.. etc.),17628,Yes,South Africa,,Team Foundation Version Control;Copying and pasting files to network shares,39,4,Male,"17,628.00"
2/5/2018 0:24,Bachelor's degree (BA. BS. B.Eng.. etc.),125000,No,France,10,Git,42,15,Male,"125,000.00"
6/20/2018 4:11,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,India,,Git;Copying and pasting files to network shares,33,14,Male,
1/11/2018 23:55,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Sweeden,0,Git;Zip file back-ups,29,10,Male,
10/4/2018 23:53,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,UK,5,Git,18,16,Male,
1/14/2018 10:11,Associate degree,75000,No,Russia,,Git;Copying and pasting files to network shares,38,17,Male,"75,000.00"
4/27/2018 7:06,Bachelor's degree (BA. BS. B.Eng.. etc.),6576,Yes,Sweeden,,Git;Subversion,36,15,Male,"6,576.00"
9/17/2018 17:49,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Russia,10,Git,38,14,,
3/29/2018 23:37,Bachelor's degree (BA. BS. B.Eng.. etc.),60000,Yes,Spain,,Git;Subversion,25,10,,"60,000.00"
8/16/2018 11:31,Bachelor's degree (BA. BS. B.Eng.. etc.),80000,Yes,South Africa,,Git,22,8,Male,"80,000.00"
5/25/2018 8:29,Bachelor's degree (BA. BS. B.Eng.. etc.),90000,Yes,Sweeden,5,Git,40,2,Male,"90,000.00"
7/1/2018 12:51,Bachelor's degree (BA. BS. B.Eng.. etc.),70000,Yes,India,10,Git,46,3,Male,"70,000.00"
8/6/2018 3:38,Some college/university study without earning a degree,39648,Yes,Ukraine,,Git,65,15,Male,"39,648.00"
5/28/2018 13:04,Other doctoral degree (Ph.D. Ed.D.. etc.),99967,Yes,Russia,,Git;Copying and pasting files to network shares,46,16,,"99,967.00"
2/8/2018 7:41,Master's degree (MA. MS. M.Eng.. MBA. etc.),2352,Yes,India,,Zip file back-ups;I don't use version control,18,9,,"2,352.00"
8/9/2018 12:26,Master's degree (MA. MS. M.Eng.. MBA. etc.),50448,Yes,Russia,2,Git;Team Foundation Version Control,18,4,,"50,448.00"
1/15/2018 13:08,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Subversion,48,3,Male,
4/15/2018 2:37,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,USA,,Git,70,11,Male,
7/14/2018 4:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),55562,Yes,Sweeden,9,Git,34,1,,"55,562.00"
9/3/2018 20:35,Associate degree,,Yes,Spain,10,Git,50,6,,
3/4/2018 19:11,Some college/university study without earning a degree,30000,Yes,India,0,Git,28,5,Male,"30,000.00"
10/19/2018 13:50,Some college/university study without earning a degree,,Yes,France,,Subversion,45,10,Male,
4/14/2018 15:31,Bachelor's degree (BA. BS. B.Eng.. etc.),58746,No,Spain,8,Git,27,16,Male,"58,746.00"
3/21/2018 6:34,Bachelor's degree (BA. BS. B.Eng.. etc.),55000,Yes,USA,,Git,54,16,Male,"$55,000.00 "
2/5/2018 20:01,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,,Git;Subversion,23,9,,
2/11/2018 21:23,Bachelor's degree (BA. BS. B.Eng.. etc.),1000000,No,Russia,,Git,18,7,,"1,000,000.00"
